Word,Level,Guideword,Part of Speech,Topic
mediocre,C2,,adjective,describing things
mediocrity,C2,,noun,
medium,B1,,adjective,describing things
meet,A1,INTRODUCE,verb,"people: actions, relationships"
melody,C2,,noun,arts and media
melon,A2,,noun,food and drink
melt,B2,,verb,
member,A2,,noun,relationships
membership,B1,BEING A MEMBER,noun,
memo,C1,,noun,communication
memorable,B2,,adjective,
memorial,C2,,noun,
memory,A2,COMPUTING,noun,technology
mental,B2,,adjective,people: personality
mentality,C1,,noun,
mentally,B2,,adverb,people: personality
mention,B1,,verb,communication
menu,A2,FOOD,noun,food and drink
merciful,C2,,adjective,
merciless,C2,,adjective,people: personality
mercy,C2,KINDNESS,noun,people: personality
mere,B2,,adjective,describing things
merely,B2,NOTHING MORE,adverb,describing things
merge,C2,,verb,people: actions
merger,C2,,noun,
merit,C1,,noun,
mess,B1,NOT NEAT,noun,
mess around,C1,,phrasal verb,people: actions
mess around with,C2,,phrasal verb,
mess up or mess up,B2,,phrasal verb,people: actions
message,A1,INFORMATION,noun,communication
message board,B1,,noun,technology
messy,B1,,adjective,
metal,B1,,noun,natural world
metaphor,C2,,noun,communication
meter,A2,,noun,describing things
method,B1,,noun,
meticulous,C2,,adjective,
microphone,B2,,noun,technology
middle,B2,CENTRAL,adjective,describing things
middle - aged,B1,,adjective,people: appearance
middle - class,C1,,adjective,
midnight,A2,,noun,
might,A2,POSSIBLY HAPPEN,modal verb,
might as well do,B2,,phrase,
might have,B2,,phrase,
might yet,C2,,phrase,
mighty,C2,,adjective,
migration,C1,,noun,
mild,B1,WEATHER,adjective,natural world
mile,B1,,noun,describing things
mile ahead,C2,,phrase,
miles,C1,,phrase,
military,B2,,adjective,
milk,A1,,noun,food and drink
millennium,C2,,noun,
millimeter,B1,,noun,describing things
million,A2,,number,
mind,B1,THINKING,noun,people: personality
mind your own business,C2,,phrase,communication
mine,A2,,pronoun,
miner,C1,,noun,work
mineral water,A2,,noun,food and drink
mingle,C1,TALK,verb,
miniature,C2,,adjective,
minimal,C1,,adjective,describing things
minimize,C1,,verb,
minimum,B1,,noun,describing things
mining,C1,,noun,
minister,B2,,noun,"politics, work"
ministry,C1,,noun,
minor,B2,,adjective,
minority,B2,LESS THAN HALF,noun,describing things
mint,B2,,noun,food and drink
minus,A2,,preposition,
minute,A1,60 SECONDS,noun,
miracle,B2,,noun,
mirror,A2,,noun,buildings
misbehave,C1,,verb,
miserable,B1,UNHAPPY,adjective,people: personality
misery,B2,,noun,people: personality
misfortune,C1,,noun,
mishap,C2,,noun,
misinform,C1,,verb,
misinterpret,C2,,verb,communication
misinterpretation,C2,,noun,communication
mislead,C1,,verb,communication
misleading,B2,,adjective,communication
misplace,C2,,verb,
miss,A1,,noun,
miss a chance,B1,,phrase,
miss out,B2,,phrasal verb,
miss the boat,C2,IDIOM,phrase,
missile,C2,,noun,
missing,A2,LOST,adjective,
mission,B2,PURPOSE,noun,
mist,B2,,noun,natural world
mistake,A2,WRONG ACTION,noun,
misty,B2,,adjective,natural world
misunderstand,B2,NOT UNDERSTAND,verb,
misunderstanding,B2,,noun,
misuse,C1,,verb,
mix,A2,COMBINE SUBSTANCES,verb,people: actions
mix up,B2,,phrasal verb,
mixture,B2,SUBSTANCE,noun,
moan,C2,SOUND,verb,
modal,B1,,noun,
mode,C1,,noun,
model,A2,DESIGN,noun,technology
moderate,C1,,adjective,describing things
moderately,C2,,adverb,describing things
modern,A2,NEW,adjective,
modest,B2,NOT LARGE,adjective,describing things
modestly,C1,BY SMALL AMOUNT,adverb,
modification,C1,,noun,
modify,C1,,verb,
mom,A1,,noun,relationships
moment,A2,SHORT TIME,noun,
momentum,C1,,phrase,
monday,A1,,phrase,
monetary,C2,,adjective,money
money,A1,,noun,money
monitor,B2,PERSON,noun,work
monkey,A2,,noun,animals
monopoly,C2,,noun,
monotonous,C1,,adjective,describing things
monster,B1,CREATURE,noun,
month,A1,FOUR WEEKS,noun,
monthly,B1,,adjective,
monument,B1,BUILDING/PLACE,noun,buildings
mood,B1,WAY YOU FEEL,noun,people: personality
moonlight,B2,,noun,natural world
moral,B2,RIGHT,adjective,
morale,C2,,noun,
morally,B2,,adverb,
more,A1,IN ADDITION,determiner,describing things
more and more,B2,,phrase,describing things
more beautiful,A1,,phrase,
more exciting,C2,,phrase,
more or less,B2,,phrase,describing things
moreover,B2,,adverb,communication
morning,A1,,phrase,communication
mortality,C2,,noun,body and health
mosque,A2,,noun,buildings
mosquito,B1,,noun,animals
most,A2,MORE,adverb,describing things
most attractive,A2,,phrase,
mostly,B1,,adverb,
mother,A1,,noun,relationships
mother - in - law,B2,,noun,relationships
mother tongue,B2,,phrase,communication
motion,C2,MOVEMENT,noun,
motivate,B2,,adjective,people: personality
motivation,B2,ENTHUSIASM,noun,people: personality
motive,B2,,noun,
motor,B2,,noun,"technology, travel"
motorcycle,A2,,noun,travel
motorist,B2,,noun,travel
mount,C2,INCREASE,verb,
mount a campaign,C2,,phrase,
mount on,C2,,phrase,people: actions
mount up,C2,,phrasal verb,
mountain,A2,,noun,natural world
mouse,A2,COMPUTER,noun,technology
mouth,A1,,noun,body and health
mouth of a river,C1,,phrase,
move,A2,CHANGE POSITION,verb,people: actions
move in,B1,,phrasal verb,"buildings, people: actions"
move on,C1,NEW ACTIVITY,phrasal verb,
move out,B1,,phrasal verb,"buildings, people: actions"
movement,B2,CHANGE OF POSITION,noun,people: actions
movie,A1,PICTURE,noun,arts and media
movie theater,A1,,noun,"arts and media, buildings"
mp3 player,A2,,noun,technology
mr .,A1,,noun,
mrs .,A1,,noun,
ms .,A2,,noun,
much,A1,QUESTION,determiner,describing things
much good,B2,,phrase,
mud,B2,,noun,natural world
muddle,C2,,noun,
muddle through,C2,,phrasal verb,
muddy,B2,,adjective,
mug,A2,,noun,food and drink
multiple,C1,,adjective,
mumble,B2,,verb,communication
mundane,C1,,adjective,describing things
municipal,C1,,adjective,
murder,B1,,noun,crime
murderer,B1,,noun,crime
murmur,C2,,noun,
muscle,B2,IN BODY,noun,body and health
museum,A1,,noun,buildings
mushroom,A2,,noun,food and drink
music,A1,SOUNDS,noun,arts and media
musical,A2,RELATED TO MUSIC,adjective,arts and media
musically,C2,,adverb,arts and media
musician,B1,,noun,"arts and media, work"
must,A2,NECESSARY,modal verb,
mustache,B1,,noun,people: appearance
mustard,C1,,noun,food and drink
mutter,B2,,verb,communication
mutual,C1,OPINION,adjective,
my,A1,,determiner,
myself,A2,,phrase,
mysterious,B2,,adjective,
mysteriously,C1,,adverb,
mystery,B1,,noun,
myth,B2,STORY,noun,communication
nail,B2,METAL,noun,
naive,C1,,adjective,people: personality
naked,B2,NO CLOTHES,adjective,"clothes, people: appearance"
name,A1,CALL,noun,communication
namely,C1,,adverb,
nap,C1,,noun,
napkin,B2,,noun,
narrative,C2,,noun,arts and media
narrator,C2,,noun,arts and media
narrow,B1,NOT WIDE,adjective,describing things
narrow - minded,C1,,adjective,people: personality
narrow down,C2,,phrasal verb,
narrowly,B2,,adverb,
nasty,B1,BAD,adjective,describing things
nation,B2,,noun,politics
national,A2,,adjective,politics
nationality,A1,,noun,
nationwide,B2,,adjective,
native,B2,PLACE BORN,adjective,
native speaker,B2,,noun,communication
natural,B1,NOT ARTIFICIAL,adjective,
naturally,B2,NORMALLY,adverb,
nature,A2,LIFE,noun,natural world
naval,C2,,adjective,
navy,B2,,noun,
navy blue,B1,,adjective,describing things
near,A1,DISTANCE,preposition,describing things
nearby,B1,,adverb,describing things
nearly,A2,ALMOST,adverb,
nearsighted,B2,,adjective,body and health
neat,B1,ORGANIZED,adjective,
neatly,C1,,adverb,
necessarily,B2,,adverb,communication
necessary,B1,,adjective,
necessity,C1,SOMETHING NEEDED,noun,
neck,A2,PART OF BODY,noun,body and health
neck and neck,C2,IDIOM,phrase,
necklace,A2,,noun,clothes
necktie,C2,,noun,clothes
need,A1,MUST HAVE,verb,
need not do,A2,,phrase,
need to do,A1,,phrase,
needle,B2,SEWING,noun,
needless,C2,,adjective,
needless to say,C1,,phrase,communication
negative,A2,GRAMMAR,adjective,
negatively,B2,,adverb,describing things
neglect,C1,NOT GIVE ATTENTION,verb,
neglect to do,C2,,phrase,
negligence,C2,,noun,
negligent,C2,,adjective,
negligible,C2,,adjective,describing things
negotiate,C1,,verb,"communication, politics"
negotiation,C1,,noun,"communication, politics"
neighbor,A2,LIVING NEAR,noun,relationships
neighborhood,B1,,noun,
neighboring,B2,,adjective,
neither,B2,,adverb,
nephew,B1,,noun,relationships
nerve,B2,NERVOUS,noun,people: personality
nervous,B1,,adjective,people: personality
nervously,B2,,adverb,people: personality
nervousness,C1,,noun,people: personality
nest,C2,BIRDS,noun,animals
net,B1,OBJECT,noun,shopping
network,B2,CONNECTED PARTS,noun,
networking,C1,,noun,
neutral,C1,INDEPENDENT,adjective,
never,A1,NOT EVER,adverb,
never - end,C1,,adjective,
never get anywhere,B2,,phrase,
never in your wild dream,C2,IDIOM,phrase,
never mind,A2,,phrase,communication
nevertheless,B2,,adverb,communication
new,A1,RECENTLY CREATED,adjective,describing things
new blood,C1,IDIOM,phrase,
new year,A1,,phrase,communication
newly,B2,,adverb,
news,A2,INFORMATION,noun,communication
news to,C2,IDIOM,phrase,
newsletter,C1,,noun,
newspaper,A1,TO READ,noun,arts and media
next,A2,NEAR,adjective,
next - door,B1,,adjective,
next door,B1,,adverb,
next to,A2,,preposition,describing things
next week,A1,,phrase,
nice,A1,PLEASANT,adjective,describing things
nice and,B1,,phrase,
nicely,B2,WELL,adverb,describing things
nickname,B1,,noun,
niece,B1,,noun,relationships
night,A1,DARK PERIOD,noun,
night fall,C2,,phrase,
nightclub,B1,,noun,
nightlife,B1,,noun,
nightmare,B1,BAD EXPERIENCE,noun,
nine,A1,,number,
nine time,B1,,phrase,describing things
nineteen,A1,,number,
ninety,A2,,number,
ninth,A2,,number,
no,A1,NEGATIVE ANSWER,adverb,communication
no chance,C2,,phrase,communication
no comment .,C2,,phrase,communication
no consequence,C1,,phrase,
no doubt,C1,,phrase,
no effect,C1,,phrase,
no end,B2,,phrase,
no good or not any,B2,,phrase,
no laughing matter,C2,,phrase,
no long,B1,,phrase,
no match for,C2,,phrase,
no matter how,B2,,phrase,
no mean feat,C2,,phrase,
no more,B1,,phrase,communication
no need,B2,,phrase,
no one,A2,,pronoun,
no problem .,A2,,phrase,communication
no resemblance to,C2,,phrase,
no right to do,C1,,phrase,
no sign of,B2,,phrase,
no soon,C1,,phrase,
no string,C2,IDIOM,phrase,
no such thing,B2,,phrase,
no thank,A2,,phrase,communication
no use,B2,,phrase,
no use do,B2,,phrase,
no way,B1,,phrase,communication
no wonder,B2,,phrase,
noble,C1,SOCIAL GROUP,adjective,
nobody,A2,,pronoun,
nod,B2,,verb,"communication, people: actions"
noise,A1,,noun,
noisy,A2,,adjective,
nominate,C1,,verb,
nomination,C1,,noun,
non - smoking,B2,,adjective,body and health
none,B1,,pronoun,describing things
none of 's business,B2,,phrase,communication
none the happy,C2,,phrase,
none too clean,C2,,phrase,
nonetheless,C1,,adverb,
nonexistent,C1,,adjective,
nonsense,B2,SILLY,noun,communication
noon,A2,,noun,
nor,B2,,phrase,
norm,C1,SOCIETY,noun,
normal,A2,,adjective,
normality,C2,,noun,
normally,B1,USUALLY,adverb,
north,A2,DIRECTION,noun,
northeast,B1,,adjective,
northern,B1,,adjective,
northwest,B1,,noun,
nose,A1,ON FACE,noun,body and health
nostalgia,C2,,noun,
nostalgic,C2,,adjective,
nostril,C2,,noun,body and health
nosy,C2,,adjective,people: personality
not,A1,"AFTER BE/CAN, ETC.",adverb,
not a,C1,,phrase,
not a chance,C2,,phrase,communication
not a single thing,B2,,phrase,describing things
not at all,B1,,phrase,communication
not bad,A2,,phrase,describing things
not believe,B1,,phrase,communication
not believe your ear,B2,,phrase,people: personality
not believe your eye,B1,,phrase,people: personality
not cut out for,C2,,phrase,people: personality
not cut out to,C2,,phrase,people: personality
not do lightly,C2,,phrase,
not even,B1,,phrase,
not exactly,B2,,phrase,communication
not guilty,B2,,phrase,crime
not half as good,B2,,phrase,describing things
not have a clue,B2,,phrase,
not have the faint idea,C2,,phrase,
not hold water,C2,IDIOM,phrase,
not in any way,C1,,phrase,
not in the least,C2,,phrase,
not judge a book by its cover,C2,IDIOM,phrase,
not least,C2,,phrase,
not make any difference,B2,,phrase,
not much of a,C1,,phrase,
not nearly,C1,,phrase,
not on speak term,C2,,phrase,relationships
not only,B2,,phrase,
not quite,B2,,phrase,
not really,B1,,phrase,communication
not sleep a wink,C2,,phrase,
not stand for,C2,,phrase,people: personality
not take kindly to,C2,,phrase,
not the end of the world,C2,IDIOM,phrase,
not think much of,C2,,phrase,
not think straight,C1,,phrase,
not think twice,C1,,phrase,
not to mention,B2,,phrase,communication
not too,A2,,phrase,communication
not touch,C2,,phrase,
not until,B1,,phrase,
not very good,A1,,phrase,
notable,C1,,adjective,
notably,C1,,adverb,
note,A1,LETTER,noun,communication
note down or note down,B2,,phrasal verb,communication
notebook,A2,,noun,communication
nothing,A2,NOT ANYTHING,pronoun,describing things
nothing but,B2,,phrase,
nothing if not,C2,,phrase,
nothing of the sort,C1,,phrase,
notice,A2,SIGN,noun,communication
noticeable,C1,,adjective,describing things
noticeably,C1,,adverb,
notify,C1,,verb,communication
notion,C1,,noun,
notorious,C1,,adjective,
notwithstanding,C1,,adverb,
noun,A2,,noun,
novel,B1,,noun,arts and media
novelist,B2,,noun,"arts and media, work"
novelty,C2,NEW THING,noun,
november,A1,,noun,
now,A1,AT PRESENT,adverb,
now and then,B2,,phrase,
nowadays,B1,,adverb,
nowhere,B1,NOT ANYWHERE,adverb,
nowhere near,C1,,phrase,
nuclear,B2,POWER,adjective,
nuisance,B2,,noun,people: personality
number,A1,SYMBOL,noun,
numerous,C1,,adjective,describing things
nurse,A2,,noun,"body and health, work"
nursery,B2,,noun,education
nut,B2,,phrase,people: personality
nutrition,C1,,noun,"body and health, food and drink"
nutritional,C1,,adjective,"body and health, food and drink"
nutritious,C1,,adjective,"body and health, food and drink"
oak,B2,,noun,natural world
obese,C1,,adjective,"body and health, people: appearance"
obesity,C1,,noun,body and health
obey,B2,,verb,people: actions
object,B1,THING,noun,
objection,B2,,noun,communication
objective,B2,,noun,
objectively,C1,,adverb,
obligation,B2,,noun,
obligatory,C1,REQUIRED,adjective,
oblige,C1,,verb,
oblige to do,B2,,phrase,
obscene,C2,TOO MUCH,adjective,
observant,C2,,adjective,people: personality
observation,B2,WATCHING,noun,
observe,B2,WATCH,verb,people: actions
observer,C2,,noun,people: actions
obsess by,B2,,phrase,people: personality
obsession,B2,,noun,people: personality
obsessive,C2,,adjective,people: personality
obsolete,C1,,adjective,
obstacle,C1,DIFFICULTY,noun,
obtain,B2,,verb,people: actions
obvious,B1,,adjective,
obviously,B1,,adverb,
occasion,B1,SPECIAL TIME,noun,
occasional,C1,,adjective,
occasionally,B2,,adverb,
occupation,A2,JOB,noun,work
occupy,B2,FILL,verb,
occur,B2,,verb,
occurrence,C1,EVENT,noun,
ocean,A2,,noun,natural world
october,A1,,noun,
odd,B2,,adjective,
odd and end,C2,,phrase,
oddly,C2,,adverb,
odor,C2,,noun,
of,A1,BELONG,preposition,
of course,A1,,phrase,communication
of course not,A2,,phrase,communication
of little,C1,,phrase,
of note,C2,,phrase,
of two mind,C1,,phrase,
of your own,B1,,phrase,
of your own accord,C2,,phrase,
off,A2,NOT AT WORK,adverb,work
off - putting,C2,,adjective,describing things
off duty,B2,,phrase,work
off or cool down,B2,BECOME CALMER,phrasal verb,people: personality
off or scare away,C1,,phrasal verb,
off or write off,C2,,phrasal verb,
off the beaten track,C2,IDIOM,phrase,
offend,B2,,verb,people: personality
offender,B2,,noun,crime
offense,B1,SPORTS,noun,
offensive,B2,,adjective,people: personality
offer,A2,SAY YOU WILL DO,verb,communication
office,A2,PLACE,noun,"buildings, work"
officer,B1,POLICE,noun,"crime, work"
official,B2,APPROVED,adjective,politics
officially,C1,,adverb,
offset,C2,,verb,
offspring,C2,,noun,
often,A1,REGULARLY,adverb,
oh,A1,EXPRESS EMOTION,exclamation,communication
oh dear,A2,,phrase,communication
oh my god,B1,,phrase,communication
oh my gosh,B1,,phrase,communication
oh no,A2,,phrase,communication
oh well,B1,,phrase,communication
oil,A2,FOR COOKING,noun,food and drink
ok,A1,AGREEING,exclamation,communication
old,A1,EXISTED MANY YEARS,adjective,people: appearance
old - fashioned,B1,,adjective,describing things
old friend,A2,,phrase,relationships
olive,B1,,noun,"food and drink, natural world"
omelet,A2,,noun,
omission,C2,,noun,
omit,C1,,verb,people: actions
on,A1,SURFACE,preposition,describing things
on a committee,C1,,phrase,work
on a regular,B2,,phrase,
on account of,B2,,phrase,
on an angle,C1,,phrase,
on average,B2,,phrase,describing things
on balance,B2,,phrase,communication
on behalf of or on 's behalf,B2,,phrase,
on board,B1,,phrase,travel
on camera,B2,,phrase,arts and media
on cloud nine,C2,IDIOM,phrase,
on condition that,B2,,phrase,
on display,B1,,phrase,arts and media
on duty,B2,,phrase,work
on edge,C2,,phrase,people: personality
on fire,B1,,phrase,
on foot,A2,,phrase,travel
on good,C2,,phrase,relationships
on guard,C2,IDIOM,phrase,
on hand,C2,,phrase,
on hold,C1,,phrase,communication
on impulse,C2,,phrase,
on loan,C1,,phrase,
on location,C1,,phrase,
on occasion,C2,,phrase,
on principle,C2,,phrase,
on purpose,B1,,phrase,
on sale,A2,,phrase,
on short notice,C1,,phrase,
on show,C1,,phrase,
on site,C1,,phrase,
on the air,C1,,phrase,arts and media
on the ball,C1,IDIOM,phrase,people: personality
on the basis of,C1,,phrase,
on the brink of,C2,,phrase,
on the contrary,B2,,phrase,
on the dot,C2,,phrase,
on the face of it,C2,IDIOM,phrase,
on the ground of,C1,,phrase,
on the horizon,C1,,phrase,
on the increase,C1,,phrase,
on the job,C1,IDIOM,phrase,
on the line,C2,IDIOM,phrase,work
on the one hand . . . on the other hand,B2,,phrase,communication
on the part of on 's part,C2,,phrase,
on the point of do,B2,,phrase,
on the road,C1,,phrase,travel
on the same wavelength,C2,IDIOM,phrase,
on the side,C1,,phrase,
on the spot,C2,IDIOM,phrase,
on the spur of the moment,C2,IDIOM,phrase,
on the threshold of,C2,,phrase,
on the verge of,C2,,phrase,
on the whole,B1,,phrase,communication
on time,B1,,phrase,
on top of,B2,,phrase,
on track,C1,IDIOM,phrase,
on your own,B1,,phrase,
once,A2,ONE TIME,adverb,
once again,B1,,phrase,
once and for all,C2,,phrase,
once in a while,B2,,phrase,
once more,B1,,phrase,
once upon a time,B1,,phrase,communication
one,A1,,number,
one after another,B2,,phrase,
one another,B1,,phrase,
one at a time,B2,,phrase,
one by one,B2,,phrase,
one day,A2,,phrase,
one hell of a,C2,,phrase,
one of a kind,C2,,phrase,
one of these day,B1,,phrase,
one or two,B1,,phrase,describing things
one way or another,B2,,phrase,
one way or the other,B2,,phrase,
oneself,C1,,pronoun,
ongoe,C2,,adjective,
onion,A2,,noun,food and drink
online,A2,,adjective,technology
only,A1,NOT MORE,adverb,
only hope,C2,,phrase,
only human,C2,,phrase,people: personality
only so much,C2,,phrase,
onto,B1,MOVEMENT,preposition,
open,A1,DOING BUSINESS,adjective,"shopping, work"
open - minded,C1,,adjective,people: personality
open to debate,C2,,phrase,
open to discussion,C1,,phrase,
open up,C2,,phrasal verb,people: personality
open up or open up,B2,,phrasal verb,work
open your heart,C2,IDIOM,phrase,
opening,B2,CEREMONY,noun,
openly,C1,,adverb,people: personality
openness,C2,,noun,people: personality
opera,A2,,noun,arts and media
operate,B1,TREATMENT,verb,"body and health, people: actions"
operation,B1,MEDICAL PROCEDURE,noun,body and health
operator,B2,PERSON CONTROLLING MACHINE,noun,"technology, work"
opinion,B1,OF PERSON,noun,
opponent,B2,SPORT,noun,shopping
opportunity,B1,,phrase,
oppose,B2,,verb,communication
oppose to,C1,,phrase,
opposite,A2,,preposition,describing things
opposition,C1,DISAGREEMENT,noun,"communication, people: personality"
opt,C1,,verb,people: actions
optimism,C2,,noun,people: personality
optimist,C1,,noun,people: personality
optimistic,B2,,adjective,people: personality
option,B1,CHOICE,noun,
optional,B2,,adjective,
or,A1,POSSIBILITIES,conjunction,communication
or anything,B2,,phrase,
or count,C2,,phrasal verb,
or cut,B2,STOP PROVIDING,phrasal verb,people: actions
or else,B2,,phrase,
or figure,B2,,phrasal verb,people: personality
or hand,B2,,phrasal verb,people: actions
or hold,B1,,phrasal verb,
or hurry,B2,,phrasal verb,people: actions
or leave,B1,,phrasal verb,people: actions
or let,B2,,phrasal verb,people: actions
or make,B2,,phrasal verb,
or mix,B2,,phrasal verb,
or not,A2,,phrase,
or other,C1,,phrase,
or pay,B1,,phrasal verb,money
or pick,A2,LIFT,phrasal verb,people: actions
or put,B1,,phrasal verb,people: actions
or rule,C2,,phrasal verb,communication
or run,B2,,phrasal verb,"people: actions, travel"
or set,C1,,phrasal verb,
or so,B1,,phrase,describing things
or something,A2,,phrase,communication
or tie,B2,,phrasal verb,people: actions
or track,C2,,phrasal verb,people: actions
or turn,B2,,phrasal verb,communication
or two,B1,,phrase,
or whatever,B2,,phrase,
oral,B2,,adjective,communication
orange,A1,,adjective,describing things
orchestra,B1,,noun,arts and media
orchestral,B2,,adjective,arts and media
ordeal,C2,,noun,
order,A2,REQUEST,noun,"communication, food and drink, shopping"
ordinary,B1,NOT SPECIAL,adjective,
organ,C1,BODY,noun,body and health
organic,B2,,adjective,natural world
organization,B1,GROUP,noun,work
organize,B1,PLAN,verb,people: actions
organizer,B2,,noun,
orientation,C1,POSITION,noun,
origin,B2,CAUSE,noun,
original,B1,FIRST MADE,adjective,
originally,B2,,adverb,
originate from,C2,,phrase,
ornament,C2,,noun,
orphan,C2,,noun,relationships
orthodox,C2,IDEA,adjective,
other,A1,ADDITIONAL,determiner,describing things
other than,C1,,phrase,
other than that,C1,,phrase,
otherwise,B1,WHAT WOULD HAPPEN,adverb,
ought to,B1,BEST THING,modal verb,
ounce,C1,MEASUREMENT,noun,
our,A1,,determiner,
our control,B2,,phrase,
ours,A2,,pronoun,
ourselves,A2,,phrase,
out,A2,,phrasal verb,"communication, people: actions"
out - of - date,B1,,adjective,
out loud,B1,,phrase,communication
out of,A2,NO LONGER IN PLACE,preposition,describing things
out of breath,B2,,phrase,body and health
out of control,B2,,phrase,
out of date,B1,,phrase,
out of line,C2,IDIOM,phrase,
out of nowhere,B2,,phrase,
out of order,B1,,phrase,technology
out of place,C2,,phrase,
out of practice,B2,,phrase,
out of print,C2,,phrase,
out of proportion,C2,,phrase,describing things
out of season,C1,,phrase,food and drink
out of shape,C2,,phrase,body and health
out of stock,B2,,phrase,shopping
out of the blue,C1,IDIOM,phrase,
out of the ordinary,C2,,phrase,describing things
out of the question,C2,,phrase,
out of this world,C2,,phrase,
out of touch,C2,,phrase,
out of tune,C1,,phrase,
out of work,B1,,phrase,work
out of your depth,C2,IDIOM,phrase,
out or fill in,A2,,phrasal verb,"communication, people: actions"
out or throw away,B1,,phrasal verb,people: actions
outbreak,C2,,noun,
outcome,C1,,noun,
outdoor,B1,,adjective,describing things
outdoors,B1,,adverb,
outer,B2,,adjective,describing things
outgoing,C1,FRIENDLY,adjective,people: personality
outlet,C1,CHEAP STORE,noun,
outline,B2,DESCRIPTION,noun,communication
outlook,C1,FUTURE,noun,
outnumber,C1,,verb,
output,C2,,noun,
outrage,C1,,verb,
outrageous,B2,,adjective,people: personality
outside,A1,NOT IN BUILDING,adverb,describing things
outskirt,B2,,noun,
outstanding,B2,,adjective,describing things
outweigh,C1,,verb,
oval,B2,,adjective,describing things
oven,B1,,noun,food and drink
over,A2,COVERING,preposition,
over and over,B2,,phrase,
over here,B1,,phrase,describing things
over the course of,C1,,phrase,
overall,B2,,adverb,communication
overboard,C2,,adverb,
overcome,B2,DEAL WITH,verb,people: actions
overcome by excitement,C2,,phrase,
overcrowded,C1,,adjective,
overdo,C1,,verb,
overdraw,C1,,adjective,money
overestimate,C1,,verb,
overflow,C2,CONTENTS,verb,
overflow with confidence,C2,,phrase,
overhear,C2,,verb,
overlap,C2,,verb,
overload,C1,TOO FULL,verb,
overlook,B2,VIEW,verb,
overnight,B1,FOR THE NIGHT,adjective,
overseas,B2,,adjective,
overstay your welcome,C2,,phrase,
overtake,B2,,verb,"people: actions, travel"
overtime,B2,,noun,work
overview,C1,DESCRIPTION,noun,
overweight,B2,,adjective,
overwhelm,C1,,verb,
overwhelming,C1,,adjective,people: personality
overwork,C1,,adjective,work
owe,B1,HAVE DEBT,verb,money
owe an apology,B2,,phrase,communication
owe to,B2,,preposition,
owe your existence,C2,,phrase,
owl,B2,,noun,animals
own,A2,BELONGING,adjective,
owner,B1,,noun,
ownership,C1,,noun,
oxygen,B2,,noun,natural world
ozone,C1,,noun,
p.m.,A1,,adverb,
pace,B2,SPEED,noun,
pace back and forth,C2,,phrase,people: actions
pace yourself,C2,,phrase,
pack,A2,,verb,"people: actions, travel"
pack up or pack up,B2,,phrasal verb,people: actions
package,B2,BOX,noun,
pact,C2,,noun,
page,A1,PAPER,noun,arts and media
pain,A2,PHYSICAL,noun,body and health
painful,B1,PHYSICAL,adjective,body and health
paint,A1,,noun,
painter,A2,,noun,arts and media
painting,A2,ACTIVITY,noun,arts and media
pair,A1,TWO PEOPLE,noun,
pajama,A2,,noun,
palace,B1,,noun,buildings
pale,B2,FACE,adjective,"body and health, people: appearance"
pale blue,A2,,phrase,describing things
palm,C1,TREE,noun,natural world
pan,B1,COOKING CONTAINER,noun,food and drink
pancake,B2,,noun,food and drink
panel,C1,,phrase,work
panic,B2,,noun,people: personality
pant,A1,,noun,clothes
pantie,B2,,noun,clothes
pantyhose,B1,,noun,clothes
paper,A1,FLAT MATERIAL,noun,describing things
paperwork,B2,,noun,work
parachute,B2,,noun,travel
parade,B2,,noun,
paradigm,C2,,noun,
paradise,C1,,noun,
paradox,C2,,noun,
paradoxical,C2,,adjective,
paragraph,B1,,noun,communication
parallel,C2,,adjective,
paramount,C2,,adjective,
parent,A1,,noun,relationships
parenthesis,B2,,noun,communication
park,A1,,noun,natural world
parking,B1,LEAVING VEHICLE,noun,travel
parking lot,A2,,noun,travel
parliament,B2,,noun,politics
parrot,B1,,noun,animals
part,A1,PIECE,noun,
part - time,B1,,adverb,work
part and parcel,C2,IDIOM,phrase,
part of,A2,,phrase,
partial,B2,,adjective,
partially,C1,,adverb,
participant,C1,,noun,
participate,B2,,verb,people: actions
particle,C2,,noun,
particular,B2,SPECIAL,adjective,
particularly,B1,,adverb,communication
partly,B1,,adverb,communication
partner,A2,PERSON YOU DO SOMETHING WITH,noun,
partnership,B2,,noun,relationships
party,A1,EVENT,noun,relationships
pass,A2,SUCCEED,verb,education
pass a law,B2,,phrase,
pass around or pass around,B2,,phrasal verb,people: actions
pass away,B2,,phrasal verb,
pass by,B1,,phrase,people: actions
pass on or pass on,B1,TELL,phrasal verb,communication
pass out,B2,,phrasal verb,body and health
pass time,B2,,phrase,people: actions
passage,B2,CONNECTING WAY,noun,buildings
passenger,A2,,noun,travel
passion,B2,FEELING,noun,people: personality
passionate,B2,,adjective,people: personality
passionately,B2,,adverb,people: personality
passive,B1,GRAMMAR,adjective,
passport,A2,,noun,"communication, travel"
password,B1,,noun,technology
past,A1,TIME,preposition,
pasta,A2,,noun,food and drink
pastime,C2,,noun,
pastry,C1,MIXTURE,noun,food and drink
pat,C2,,verb,people: actions
patch,C2,AREA,noun,
patch up,C2,,phrasal verb,relationships
path,A2,,phrase,"people: actions, travel"
pathetic,C2,BAD,adjective,describing things
patience,B2,,phrase,people: personality
patient,B1,,noun,body and health
patiently,B2,,adverb,people: personality
pattern,B1,ARRANGEMENT,noun,describing things
pause,B1,PERSON,verb,people: actions
pave the way,C2,IDIOM,phrase,
