Word,Level,길잡이말,품사,Word_Number
머무르다,중급,호텔에서,동사,
머물다,중급,휴게소에,동사,
머뭇거리다,중급,말을,동사,
먹고살다,중급,겨우 먹고 살다,동사,
먹이,중급,를 주다,명사,
먹이다,중급,밥을,동사,
먹히다,중급,양이 늑대에게,동사,
먼지,중급,를 닦다,명사,01
멀미,중급,가 나다,명사,01
멀어지다,중급,친구와,동사,
멀쩡하다,중급,팔다리가,형용사,
멋대로,중급,멋대로 살다,부사,
멋지다,중급,경치가,형용사,
멍,중급,이 들다,명사,01
멍멍,중급,멍멍 짖다,부사,01
멎다,중급,비바람이,동사,01
메뉴판,중급,에서 고르다,명사,
메달,중급,을 따다,명사,02
메모지,중급,에 쓰다,명사,
메우다,중급,구멍을,동사,02
멜로디,중급,가 아름답다,명사,
며느리,중급,를 맞다,명사,
면,중급,벽의 면,명사,05
면담,중급,을 요청하다,명사,
면도,중급,를 하다,명사,
면적,중급,이 넓다,명사,
면접,중급,을 요구하다,명사,
면접관,중급,이 질문하다,명사,
면하다,중급,책임을,동사,01
면허,중급,를 따다,명사,01
면허증,중급,을 따다,명사,
멸치,중급,를 볶다,명사,
명,중급,작품명,명사,02
명단,중급,합격자 명단,명사,01
명령,중급,을 내리다,명사,01
명예,중급,를 지키다,명사,01
명함,중급,을 교환하다,명사,
명확하다,중급,근거가,형용사,
몇몇,중급,몇몇 사람,관형사/수사,
모,중급,김 모 씨,대명사/관형사,15
모금,중급,모금 운동,명사,02
모니터,중급,를 보다,명사,
모델,중급,을 개발하다,명사,
모래,중급,모래 사막,명사,01
모범,중급,이 되다,명사,02
모여들다,중급,구름처럼,동사,
모자,중급,가 닮다,명사,02
모집,중급,학생 모집,명사,
모처럼,중급,모처럼 웃다,부사,
모험,중급,을 즐기다,명사,
목,중급,목요일,명사,10
목구멍,중급,이 아프다,명사,
목록,중급,을 작성하다,명사,
목마르다,중급,덥고 목마르다,형용사,
목사,중급,가 설교하다,명사,05
목숨,중급,을 지키다 ,명사,
목적지,중급,에 도착하다,명사,
목표,중급,를 세우다,명사,
몫,중급,을 챙기다,명사,
몰다,중급,구석으로,동사,01
몰라보다,중급,몰라보게 변하다,동사,
몰래,중급,몰래 도망가다,부사,01
몰려들다,중급,사람들이,동사,
몰려오다,중급,피서객들이,동사,
몰리다,중급,구석으로,동사,01
몸매,중급,가 좋다,명사,
몸무게,중급,를 재다,명사,
몸살,중급,이 나다,명사,01
몸속,중급,몸속의 피,명사,
몸짓,중급,을 따라하다,명사,
몸통,중급,이 크다,명사,
몹시,중급,몹시 춥다,부사,
못,중급,을 박다,명사,01
못나다,중급,못난 얼굴,형용사,
못되다,중급,성격이,형용사,
못지않다,중급,전문가 못지 않다,형용사,
몽땅,중급,몽땅 쓰다,부사,01
묘사,중급,상황 묘사,명사,02
무-,중급,무감각,접사,11
무관심,중급,이 지나치다,명사,
무관하다,중급,사건과,형용사,03
무기,중급,를 소지하다,명사,05
무너지다,중급,건물이,동사,
무늬,중급,를 이루다,명사,
무대,중급,로 나가다,명사,06
무더위,중급,가 꺾이다,명사,
무덤,중급,을 파다,명사,
무덥다,중급,날씨가,형용사,
무려,중급,무려 20배이다,부사,02
무렵,중급,저녁 무렵,의존명사,
무리,중급,가 되다,명사,08
무사히,중급,무사히 돌아오다,부사,02
무서워하다,중급,사람을,동사,
무시,중급,를 당하다,명사,04
무역,중급,무역 회사,명사,02
무용,중급,을 배우다,명사,03
무의미,중급,유의미,명사,
무조건,중급,무조건 화를 내다,명사/부사,
무지개,중급,가 뜨다,명사,
무책임,중급,을 비난하다,명사,
묵다,중급,호텔에서,동사,02
묵묵히,중급,묵묵히 일하다,부사,
묶다,중급,끈을,동사,
묶이다,중급,끈이,동사,
-문,중급,기행문,접사,11
문구점,중급,에 가다,명사,
문득,중급,문득 떠오르다,부사,01
문명,중급,고대 문명,명사,03
문방구,중급,에 가다,명사,
문법,중급,을 배우다,명사,01
문병,중급,을 가다,명사,02
문서,중급,를 위조하다,명사,
문의,중급,문의 전화,명사,03
문자,중급,문자 메시지,명사,02
문장,중급,을 쓰다,명사,02
문제점,중급,을 해결하다,명사,
문학,중급,을 창작하다,명사,01
문화재,중급,를 보호하다,명사,
문화적,중급,문화적 차이,관형사·명사,
묻다,중급,때가,동사,01
묻다,중급,시체를,동사,02
묻히다,중급,손에 물을,동사,01
묻히다,중급,땅에,동사,02
-물,중급,농산물,접사,09
물가,중급,에 앉다,명사,01
물가,중급,가 비싸다,명사,02
물감,중급,으로 색칠하다,명사,02
물결,중급,이 잔잔하다,명사,
물기,중급,가 마르다,명사,
물다,중급,개가,동사,02
물들다,중급,단풍이,동사,
물러나다,중급,뒤로,동사,
물러서다,중급,뒤로,동사,
물리다,중급,개에,동사,02
물소리,중급,가 나다,명사,
물속,중급,에서 헤엄치다,명사,
물약,중급,을 마시다,명사,03
물음,중급,에 답하다,명사,01
물질,중급,을 추구하다,명사,02
물질적,중급,물질적 보상,관형사·명사,
뭉치다,중급,눈을,동사,
뭘,중급,"뭘, 당연히 와야지",감탄사,01
뮤지컬,중급,을 보다,명사,
미국인,중급,을 만나다,명사,
미끄럽다,중급,길이,형용사,
미니,중급,미니 자동차,명사,02
미디어,중급,영상 미디어,명사,
미련,중급,을 버리다,명사,02
미루다,중급,내일로,동사,
미만,중급,30세 미만,명사,01
미성년자,중급,미성년자 관람 불가,명사,
미소,중급,를 짓다,명사,05
미술,중급,을 배우다,명사,
미용사,중급,가 되다,명사,
미움,중급,이 쌓이다,명사,
미인,중급,미인 대회,명사,01
미장원,중급,에서 머리를 하다,명사,
미지근하다,중급,국물이,형용사,
미처,중급,미처 못하다,부사,
미치다,중급,정신이,동사,01
미치다,중급,영향을,동사,02
미팅,중급,을 하다,명사,
미혼,중급,으로 지내다,명사,01
민속놀이,중급,를 하다,명사,
민족,중급,단일 민족,명사,
민주주의,중급,를 실현하다,명사,
믿음,중급,이 생기다,명사,
밀리다,중급,차가,동사,01
밀리다,중급,사람들에게,동사,02
밀리미터,중급,10밀리미터,의존명사,
밉다,중급,태도가,형용사,
및,중급,설계 및 시공,부사,
밑바닥,중급,이 드러나다,명사,
밑줄,중급,을 치다,명사,
바,중급,느낀,의존명사,03
바가지,중급,에 담다,명사,01
바구니,중급,에 담다,명사,
바늘,중급,로 꿰매다,명사,
바닷물,중급,이 출렁이다,명사,
바둑,중급,을 두다,명사,
바람,중급,간절한 바람,명사,02
바람직하다,중급,자세가,형용사,
바래다주다,중급,집에,동사,
바로잡다,중급,위치를,동사,
바르다,중급,예의가,형용사,03
바보,중급,가 되다,명사,
바싹,중급,바싹 마르다,부사,01
바위,중급,에 걸터앉다,명사,01
바치다,중급,제물을,동사,01
바퀴,중급,가 돌다,명사/의존명사,01
바탕,중급,을 이루다,명사,01
박,중급,1박 2일,의존명사,10
박다,중급,못을,동사,01
박사,중급,박사 학위,명사,01
박스,중급,를 열다,명사,
박히다,중급,벽에 못이,동사,
반값,중급,에 팔다,명사,
반기다,중급,친구를,동사,
반납,중급,반납 날짜,명사,02
반달,중급,이 뜨다,명사,01
반대말,중급,을 공부하다,명사,
반대쪽,중급,으로 향하다,명사,
반말,중급,을 하다,명사,
반면,중급,반면에,명사,02
반발,중급,을 사다,명사,01
반복,중급,반복 연습,명사,01
반성,중급,자기 반성,명사,01
반영,중급,이 되다,명사,01
반응,중급,을 보이다,명사,
반장,중급,을 뽑다,명사,08
반죽,중급,을 만들다,명사,
반짝거리다,중급,보석이,동사,
반짝반짝,중급,반짝반짝 빛나다,부사,01
반짝이다,중급,눈빛이,동사,
반창고,중급,가 떨어지다,명사,
반팔,중급,을 입다,명사,
반품,중급,을 요구하다,명사,02
반하다,중급,첫눈에,동사,01
받아들이다,중급,기술을,동사,
받침,중급,냄비 받침,명사,
발걸음,중급,이 느리다,명사,
발견,중급,새로운 발견,명사,01
발급,중급,카드 발급,명사,
발길,중급,을 돌리다,명사,
발꿈치,중급,를 들다,명사,
발끝,중급,으로 서다,명사,
발달,중급,이 빠르다,명사,
발등,중급,을 다치다,명사,
발명,중급,문자의 발명,명사,01
발목,중급,을 다치다,명사,01
발생,중급,사건 발생,명사,
발음,중급,이 좋다,명사,01
발자국,중급,을 남기다,명사,
발전,중급,경제 발전,명사,01
발톱,중급,을 깎다,명사,
발표,중급,를 듣다,명사,01
발표회,중급,음악 발표회,명사,
발행,중급,잡지 발행,명사,01
밝혀내다,중급,원인을,동사,
밝혀지다,중급,빛으로,동사,
밝히다,중급,전등을,동사,
밟다,중급,브레이크를,동사,
밟히다,중급,잔디가,동사,
밤,중급,을 따다,명사,02
밤낮,중급,으로 일하다,명사/부사,
밤늦다,중급,밤늦게 귀가하다,형용사,
밤새,중급,밤새 일하다,명사,02
밤새다,중급,밤새도록 일하다,동사,
밤새우다,중급,밤새워 일하다,동사,
밤색,중급,밤색 머리카락,명사,
밤중,중급,에 다니다,명사,
밥그릇,중급,을 비우다,명사,
밥맛,중급,이 좋다,명사,
밥솥,중급,에 밥을 하다,명사,
방면,중급,서울 방면,명사,01
방바닥,중급,에 눕다,명사,
방송사,중급,에 근무하다,명사,
방식,중급,생활 방식,명사,01
방안,중급,해결 방안,명사,01
방울,중급,이 맺히다,명사,01
방지,중급,사고 방지,명사,04
방해,중급,를 받다,명사,01
배경,중급,이 좋다,명사,01
배고프다,중급,배고프고 목마르다,형용사,
배구,중급,배구 선수,명사,05
배꼽,중급,을 잡다,명사,
배낭,중급,을 메다,명사,01
배낭여행,중급,을 떠나다,명사,
배다,중급,냄새가,동사,01
배려,중급,세심한 배려,명사,02
배부르다,중급,배부르게 먹다,형용사,
배송,중급,이 빠르다,명사,04
배우자,중급,를 만나다,명사,02
배웅,중급,을 나가다,명사,
배치,중급,자리 배치,명사,03
배터리,중급,를 충전하다,명사,01
배편,중급,으로 보내다,명사,
백,중급,에 넣다,명사,08
뱃속,중급,을 모르다,명사,
뱉다,중급,침을,동사,
버섯,중급,을 재배하다,명사,02
버터,중급,를 바르다,명사,
버튼,중급,을 누르다,명사,
버티다,중급,오기로,동사,
번갈다,중급,번갈아 입다,동사,
번개,중급,를 맞다,명사,01
번거롭다,중급,절차가,형용사,
번역,중급,을 하다,명사,
번지,중급,주소,명사,03
번호표,중급,를 받다,명사,
번화하다,중급,거리가,형용사,
벌,중급,에 쏘이다,명사,03
벌,중급,을 받다,명사,06
벌금,중급,을 부과하다,명사,
벌떡,중급,벌떡 일어나다,부사,
벌레,중급,를 잡다,명사,01
벌리다,중급,간격을,동사,01
벌어지다,중급,틈이,동사,01
벌어지다,중급,소동이,동사,02
벌이다,중급,사업을,동사,
범위,중급,가 넓다,명사,
범인,중급,을 체포하다,명사,02
범죄,중급,를 저지르다,명사,
법,중급,을 지키다,명사/의존명사,01
-법,중급,교수법,접사,03
법률,중급,을 위반하다,명사,
법원,중급,에 가다,명사,01
법적,중급,조치,관형사·명사,01
법칙,중급,을 지키다,명사,
벗기다,중급,옷을,동사,02
벗어나다,중급,시내를,동사,
베개,중급,를 베다,명사,
베란다,중급,로 나가다,명사,
베풀다,중급,연회를,동사,
벤치,중급,에 앉다,명사,
벨,중급,을 누르다,명사,02
벨트,중급,를 매다,명사,
벼,중급,를 베다,명사,01
벽시계,중급,를 걸다,명사,
벽지,중급,를 바르다,명사,02
변경,중급,계획 변경,명사,04
변덕스럽다,중급,성격이,형용사,
변동,중급,이 심하다,명사,
변명,중급,을 늘어놓다,명사,01
변비,중급,가 심하다,명사,01
변화,중급,를 겪다,명사,
별,중급,별 볼 일,관형사,02
-별,중급,학년별,접사,04
별다르다,중급,별다른 방법,형용사,
별도,중급,로 마련하다,명사,01
별말씀,중급,이 없으시다,명사,
별명,중급,을 짓다,명사,01
별일,중급,별일 없다,명사,
병들다,중급,늙고 병들다,동사,
병실,중급,에 문병을 가다,명사,02
보고,중급,를 받다,명사,03
보고서,중급,를 작성하다,명사,
보관,중급,냉장 보관,명사,01
보급,중급,기술 보급,명사,01
보기,중급,를 보이다,명사,01
보너스,중급,를 받다,명사,
보도,중급,신문 보도,명사,04
보람,중급,을 느끼다,명사,
보름,중급,정월 보름,명사,01
보름달,중급,이 뜨다,명사,
보리,중급,를 재배하다,명사,01
보리차,중급,를 마시다,명사,
보물,중급,을 찾다,명사,04
보살피다,중급,아이들을,동사,
보상,중급,을 받다,명사,01
보석,중급,이 반짝이다,명사,04
보수,중급,를 받다,명사,09
보안,중급,을 유지하다,명사,01
보완,중급,문제점 보완,명사,
보장,중급,을 받다,명사,01
보전,중급,생태계 보전,명사,03
보조,중급,를 받다,명사,02
보존,중급,보존 상태,명사,
보충,중급,보충 수업,명사,
보행자,중급,보행자 도로,명사,
보험,중급,에 가입하다,명사,
보호,중급,를 받다,명사,01
복,중급,을 받다,명사,12
복도,중급,로 나가다,명사,04
복사,중급,문서 복사,명사,09
복사기,중급,로 문서를 복사하다,명사,02
복수,중급,를 다짐하다,명사,03
복숭아,중급,를 먹다,명사,
복용,중급,약물 복용,명사,01
복통,중급,으로 입원하다,명사,
볶음,중급,볶음 멸치,명사,
본능,중급,에 따르다,명사,
본래,중급,부터 다르다,명사/부사,
본부,중급,에서 일하다,명사,03
본인,중급,본인 명의,명사/대명사,
본질,중급,을 파악하다,명사,02
볼,중급,이 통통하다,명사,01
볼거리,중급,가 많다,명사,01
볼링,중급,을 치다,명사,
볼일,중급,이 생기다,명사,
봉사,중급,봉사 활동,명사,03
봉지,중급,에 넣다,명사,06
뵈다,중급,어른을,동사,02
부,중급,각 부의 책임자,명사/의존명사,15
부,중급,를 누리다,명사,17
부-,중급,부정확,접사,20
부근,중급,학교 부근,명사,03
부끄러움,중급,을 타다,명사,
부끄러워하다,중급,아이가,동사,
부담,중급,을 하다,명사,01
부담스럽다,중급,호의가,형용사,
부대,중급,육군 부대,명사,08
부동산,중급,에 투자하다,명사,
부딪치다,중급,손바닥을,동사,
부딪히다,중급,차에,동사,
부러워하다,중급,성공을,동사,
부러지다,중급,뼈가,동사,
부리다,중급,멋을,동사,02
부모,중급,를 공경하다,명사,01
부문,중급,경제 부문,명사,06
부분적,중급,부분적 차이,관형사·명사,
부상,중급,을 당하다,명사,05
부서,중급,를 옮기다,명사,12
부서지다,중급,문이,동사,
부수다,중급,유리창을,동사,
부위,중급,상처 부위,명사,04
부인,중급,중년 부인,명사,04
부자,중급,가 닮다,명사,03
부작용,중급,이 생기다,명사,
부잣집,중급,으리으리한 부잣집,명사,
부정,중급,을 저지르다,명사,02
부정,중급,긍정,명사,10
부정적,중급,부정적 태도,관형사·명사,
부정확,중급,발음의 부정확,명사,
부족,중급,을 지배하다,명사,05
부주의,중급,운전 부주의,명사,
부지런히,중급,부지런히 일하다,부사,
부채,중급,를 부치다,명사,01
부처,중급,를 따르다,명사,01
부츠,중급,를 신다,명사,
부친,중급,모친,명사,
부품,중급,을 생산하다,명사,
북,중급,으로 향하다,명사,06
북미,중급,북미 지역,명사,
북부,중급,북부 지방,명사,01
분노,중급,가 폭발하다,명사,
분단,중급,국토 분단,명사,03
분량,중급,을 조절하다,명사,
분류,중급,분류 기준,명사,03
분리,중급,쓰레기 분리 수거,명사,04
분명,중급,분명 맞다,부사,01
분명히,중급,분명히 들리다,부사,
분석,중급,원인 분석,명사,02
분수,중급,를 모르다,명사,05
분수,중급,를 내뿜다,명사,11
분실,중급,분실 사고,명사,02
분실물,중급,을 찾다,명사,
분야,중급,경제 분야,명사,
분포,중급,인구의 분포,명사,02
분필,중급,로 쓰다,명사,03
불-,중급,불가능,접사,15
불가,중급,청소년 입장 불가,명사,01
불가능,중급,이 없다,명사,
불가피하다,중급,선택이,형용사,
불교,중급,를 믿다,명사,
불구하다,중급,그럼에도 불구하고,동사,02
불규칙,중급,규칙,명사,
불균형,중급,이 심해지다,명사,
불꽃,중급,이 일어나다,명사,01
불러일으키다,중급,관심을,동사,
불리,중급,유리,명사,01
불리다,중급,물에,동사,07
불만,중급,을 품다,명사,
불만족,중급,을 나타내다,명사,
불만족스럽다,중급,표정이,형용사,
불법,중급,불법 주차,명사,01
불빛,중급,이 비치다,명사,
불어,중급,로 말하다,명사,03
불어오다,중급,바람이,동사,
불완전,중급,완전,명사,
불이익,중급,을 당하다,명사,
불충분,중급,충분,명사,
불친절,중급,친절,명사,
불쾌,중급,를 느끼다,명사,
불평,중급,을 늘어놓다,명사,01
불평등,중급,을 낳다,명사,
불필요,중급,필요,명사,
불행,중급,을 느끼다,명사,
불확실,중급,확실,명사,
붐비다,중급,사람들로,동사,
붓다,중급,얼굴이,동사,01
붓다,중급,물을,동사,02
붙들다,중급,팔을,동사,
붙잡다,중급,치맛자락을,동사,
붙잡히다,중급,범인이,동사,
뷔페,중급,에서 밥을 먹다,명사,
비-,중급,비공식,접사,32
-비,중급,휴가비,접사,33
비결,중급,을 공개하다,명사,03
비교적,중급,비교적 가깝다,부사/관형사·명사,
비극,중급,이 일어나다,명사,
비기다,중급,동점으로,동사,01
비난,중급,을 받다,명사,
비닐,중급,로 싸다,명사,
비로소,중급,비로소 깨닫다,부사,
비록,중급,비록 가난하지만,부사,01
비롯되다,중급,경험에서,동사,
비롯하다,중급,비롯한 일,동사,
비만,중급,을 치료하다,명사,01
비명,중급,을 지르다,명사,02
비밀번호,중급,를 누르다,명사,
비바람,중급,이 치다,명사,
비법,중급,을 알려 주다,명사,02
비비다,중급,눈을,동사,
비상,중급,비상 대책,명사,01
비상구,중급,로 대피하다,명사,
비용,중급,이 들다,명사,03
비우다,중급,그릇을,동사,01
비웃다,중급,남의 의견을,동사,
비유,중급,를 들다,명사,01
비율,중급,이 낮다,명사,02
비자,중급,를 신청하다,명사,08
비중,중급,이 높다,명사,01
비추다,중급,달빛이,동사,
비치다,중급,햇빛이,동사,01
비키다,중급,자리를,동사,
비타민,중급,을 섭취하다,명사,
비틀거리다,중급,비틀거리며 걷다,동사,
비판,중급,을 가하다,명사,01
비판적,중급,비판적 사고,관형사·명사,
비하다,중급,비할 수 없다,동사,
비행,중급,야간 비행,명사,03
비행장,중급,에 착륙하다,명사,
빈자리,중급,에 앉다,명사,
빌다,중급,소원을,동사,01
빗,중급,으로 빗다,명사,01
빗길,중급,에 미끄러지다,명사,
빗다,중급,머리를,동사,02
빗물,중급,이 흐르다,명사,
빗방울,중급,이 떨어지다,명사,
빚,중급,을 갚다,명사,
빚다,중급,도자기를,동사,
빛,중급,이 나다,명사,
빛깔,중급,이 곱다,명사,
빛나다,중급,별빛이,동사,
빠뜨리다,중급,바다에,동사,
빠져나가다,중급,감옥에서,동사,
빠져나오다,중급,몰래 빠져나오다,동사,
빠지다,중급,앞니가,동사,01
빠짐없이,중급,빠짐없이 참석하다,부사,
빠트리다,중급,물에,동사,
빨강,중급,으로 칠하다,명사,
빨개지다,중급,얼굴이,동사,
빨다,중급,빨대로,동사,01
빼놓다,중급,전구를,동사,
빼앗기다,중급,재산을,동사,
빼앗다,중급,돈을,동사,
뺏다,중급,돈을,동사,
뺨,중급,을 때리다,명사,
뻗다,중급,가지가,동사,
뼈,중급,가 굵다,명사,
뽀뽀,중급,를 하다,명사,
뽑히다,중급,머리카락이,동사,
뿌리,중급,를 자르다,명사,
뿌리다,중급,빗방울이,동사,
뿌리치다,중급,손을,동사,
삐다,중급,발목을,동사,02
-사,중급,변호사,접사,37
-사,중급,신문사,접사,41
-사,중급,요리사,접사,42
사건,중급,이 발생하다,명사,01
사고방식,중급,이 다르다,명사,
사과,중급,를 하다,명사,08
사교적,중급,사교적 성격,관형사·명사,
사기,중급,를 치다,명사,25
사나이,중급,씩씩한 사나이,명사,
사내,중급,사내 녀석,명사,01
사냥,중급,을 하다,명사,
사들이다,중급,토지를,동사,
사라지다,중급,회사가,동사,
사랑스럽다,중급,아이가,형용사,
사례,중급,를 들다,명사,05
사로잡다,중급,마음을,동사,
사립,중급,사립 학교,명사,04
사막,중급,사막 지역,명사,04
사망,중급,사망 소식,명사,04
사무,중급,를 보다,명사,05
사무소,중급,를 열다,명사,
사무직,중급,에 종사하다,명사,
사물,중급,을 보다,명사,10
사방,중급,을 둘러보다,명사,03
사상,중급,사상 최초,명사,01
사생활,중급,을 간섭하다,명사,
사설,중급,을 읽다,명사,04
사소하다,중급,문제가,형용사,01
사업가,중급,로 성공하다,명사,
사업자,중급,사업자 등록,명사,
사연,중급,이 복잡하다,명사,04
사용료,중급,휴대폰 사용료,명사,
사용법,중급,을 설명하다,명사,
사용자,중급,를 모집하다,명사,
사우나,중급,를 하다,명사,
사위,중급,를 보다,명사,01
사이버,중급,사이버 공간,명사,
사이좋다,중급,사이좋게 지내다,형용사,
사이트,중급,에 접속하다,명사,
사인,중급,을 하다,동사,14
사자,중급,동물,명사,11
사적,중급,사적 생활,관형사·명사,02
사전,중급,을 찾다,명사,12
사전,중급,사전 준비,명사,13
사정,중급,이 좋다,명사,07
사진관,중급,에서 사진을 찍다,명사,
사진첩,중급,에 사진을 끼우다,명사,
사촌,중급,사촌 언니,명사,
사춘기,중급,를 맞다,명사,
사태,중급,를 해결하다,명사,06
사투리,중급,로 말하다,명사,
사표,중급,를 내다,명사,07
사항,중급,주의 사항,명사,02
사회,중급,상류 사회,명사,07
사회생활,중급,에 적응하다,명사,
사회자,중급,가 진행하다,명사,
사회적,중급,사회적 문제,관형사·명사,
삭제,중급,파일 삭제,명사,01
산길,중급,을 오르다,명사,02
산꼭대기,중급,에 오르다,명사,
산불,중급,이 나다,명사,02
산속,중급,을 헤매다,명사,
산업,중급,자동차 산업,명사,
살리다,중급,목숨을,동사,
살림,중급,을 차리다,명사,01
살아가다,중급,하루하루 살아가다,동사,
살아나다,중급,겨우 살아나다,동사,
살아남다,중급,전쟁에서,동사,
살아오다,중급,간신히 살아오다,동사,
살인,중급,을 저지르다,명사,
살짝,중급,살짝 빠져나가다,부사,01
살찌다,중급,몸이,동사,
살펴보다,중급,주위를,동사,
살피다,중급,주위를,동사,01
삶,중급,을 누리다,명사,
삶다,중급,국수를,동사,
삼다,중급,며느리로,동사,02
삼키다,중급,침을,동사,
상,중급,으로 매기다,명사,02
상,중급,을 차리다,명사,04
상가,중급,에서 사다,명사,07
상관,중급,이 없다,명사,03
상관없다,중급,상관없는 문제,형용사,
상관없이,중급,나이에 상관없이,부사,
상금,중급,을 받다,명사,04
상담,중급,을 받다,명사,01
상담실,중급,고객 상담실,명사,
상담원,중급,으로 일하다,명사,
상당하다,중급,실력이,형용사,02
상당히,중급,상당히 잘하다,부사,
상대,중급,를 대하다,명사,04
상대방,중급,을 바라보다,명사,02
상대적,중급,상대적 평가,관형사·명사,
상대편,중급,을 이해하다,명사,
상류,중급,에서 떠내려오다,명사,
상반기,중급,상반기 소득,명사,
상사,중급,직장 상사,명사,05
상상,중급,을 뛰어넘다,명사,07
상상력,중급,이 풍부하다,명사,01
상승,중급,물가 상승,명사,01
상식,중급,에 어긋나다,명사,06
상업,중급,에 종사하다,명사,02
상영,중급,영화 상영,명사,01
상점,중급,을 운영하다,명사,
상징,중급,이 되다,명사,
상쾌하다,중급,마음이,형용사,
상태,중급,를 점검하다,명사,01
상하,중급,를 바꾸다,명사,01
상하다,중급,음식이,동사,02
상황,중급,이 불리하다,명사,02
새,중급,하루 새,명사,01
새기다,중급,도장을,동사,01
새끼,중급,를 낳다,명사,02
새다,중급,비가,동사,01
새다,중급,날이,동사,02
새로이,중급,새로이 시작하다,부사,
새삼,중급,새삼 느끼다,부사,01
새엄마,중급,를 맞이하다,명사,
새우,중급,를 먹다,명사,02
새우다,중급,밤을,동사,01
새집,중급,으로 이사하다,명사,01
색다르다,중급,기분이,형용사,
샌들,중급,을 신다,명사,
-생,중급,1985년생,접사,07
-생,중급,실습생,접사,08
생겨나다,중급,문제가,동사,
생기,중급,가 넘치다,명사,01
생김새,중급,가 예쁘다,명사,
생년월일,중급,을 기록하다,명사,
생략,중급,을 하다,명사,
생머리,중급,를 빗다,명사,02
생명,중급,을 건지다,명사,
생방송,중급,으로 방영되다,명사,
생산,중급,대량 생산,명사,
생생하다,중급,기억이,형용사,
생존,중급,을 위협하다,명사,
생활비,중급,를 벌다,명사,
생활용품,중급,을 구입하다,명사,
샴푸,중급,로 머리를 감다,명사,
서,중급,로 이동하다,명사,06
서넛,중급,서넛이랑,수사,
서늘하다,중급,밤공기가,형용사,
서럽다,중급,마음이,형용사,
서명,중급,을 받다,명사,03
서부,중급,서부 지역,명사,01
서서히,중급,서서히 나타나다,부사,
서양인,중급,동양인,명사,
서운하다,중급,마음이,형용사,
서적,중급,을 읽다,명사,02
서투르다,중급,영어가,형용사,
서툴다,중급,영어가,형용사,
석유,중급,석유 산업,명사,01
섞이다,중급,냄새가,동사,
선,중급,을 긋다,명사,14
선거,중급,대통령 선거,명사,04
선글라스,중급,를 끼다,명사,
선약,중급,이 있다,명사,02
선전,중급,을 보다,명사,03
선정,중급,수상자 선정,명사,07
선진,중급,선진 국가,명사,03
선진국,중급,으로 성장하다,명사,
선호,중급,선호 직업,명사,03
설,중급,을 맞이하다,명사,01
설득,중급,을 당하다,명사,
설레다,중급,가슴이,동사,
설립,중급,회사 설립,명사,02
설마,중급,설마 진심은 아니지?,부사,01
설명서,중급,를 읽다,명사,
설문,중급,에 답하다,명사,01
설문지,중급,를 작성하다,명사,
설사,중급,가 멈추다,명사,01
설정,중급,상황 설정,명사,02
설치,중급,인터넷 설치,명사,02
섭씨,중급,섭씨 영 도,명사,
-성,중급,인간성,접사,17
성공적,중급,성공적 삶,관형사·명사,
성과,중급,를 올리다,명사,01
성당,중급,에 다니다,명사,03
성립,중급,성립 조건,동사,
성명,중급,을 부르다,명사,03
성별,중급,을 구분하다,명사,01
성숙,중급,이 늦다,명사,
성실,중급,불성실,명사,02
성인,중급,성인 여성,명사,01
성장,중급,이 멈추다,명사,01
성적표,중급,를 받다,명사,
성질,중급,이 못되다,명사,
세계적,중급,세계적 예술가,관형사·명사,
세계화,중급,세계화 시대,명사,
세금,중급,을 내다,명사,01
세기,중급,21세기,명사,03
세다,중급,수를,동사,02
세대,중급,가 다르다,명사,02
세대,중급,가 줄다,명사,03
세력,중급,을 확장하다,명사,
세련되다,중급,옷차림이,형용사,
세로,중급,가로,명사,01
세모,중급,를 만들다,명사,01
세미나,중급,를 열다,명사,
세월,중급,이 흐르다,명사,02
세일,중급,세일 가격,명사,
세제,중급,로 닦아내다,명사,04
세차,중급,자동 세차,명사,01
세탁물,중급,을 맡기다,명사,
세트,중급,로 구입하다,명사,
센티,중급,1센티,의존명사,
셔츠,중급,를 입다,명사,
소-,중급,소규모,접사,22
-소,중급,연구소,접사,23
소감,중급,을 말하다,명사,02
소개팅,중급,에서 만나다,명사,
소규모,중급,소규모 집단,명사,
소극장,중급,에서 공연하다,명사,
소극적,중급,소극적 성격,관형사,
소금물,중급,에 절이다,명사,
소나기,중급,가 내리다,명사,01
소나무,중급,가 무성하다,명사,
소녀,중급,어린 소녀,명사,02
소년,중급,소년 시절,명사,01
소독,중급,상처 소독,명사,04
소독약,중급,을 바르다,명사,
소득,중급,이 많다,명사,
소리치다,중급,크게 소리치다,동사,
소망,중급,을 이루다,명사,03
소매,중급,가 길다,명사,01
소문,중급,이 돌다,명사,02
소문나다,중급,사업가로,동사,
소방관,중급,이 출동하다,명사,
소방서,중급,에 신고하다,명사,
소방차,중급,가 출동하다,명사,
소변,중급,이 마렵다,명사,01
소비,중급,가 늘다,명사,05
소비자,중급,소비자 물가,명사,
소설가,중급,로 알려지다,명사,
소설책,중급,을 읽다,명사,
소수,중급,에 불과하다,명사,08
소스,중급,를 뿌리다,명사,01
소시지,중급,를 먹다,명사,
소아과,중급,에서 진찰 받다,명사,
소요,중급,소요 시간,명사,02
소용,중급,이 없다,명사,07
소용없다,중급,아무 소용없다,형용사,
소원,중급,을 빌다,명사,04
소유,중급,개인 소유,명사,03
