Word,Level,Guideword,Part of Speech,Topic
deprived,C1,,adjective,
depth,B1,DISTANCE DOWN,noun,describing things | people: personality
deputy,C1,,noun,
derive,C1,,,None
descend,B2,,verb,people: actions
descendant,C2,,noun,
describe,A2,,verb,communication
description,B1,,noun,communication
desert,A2,,noun,natural world
deserted,C1,,adjective,
deserve,B1,,verb,
design,B1,DECORATION | PLAN | PLANNING | PROCESS,noun | verb,people: actions
designed,None,None,,None
designer,B1,,adjective | noun,arts and media | clothes | work
desirable,B2,,adjective,people: personality
desire,B2,,noun | verb,people: personality
desired,None,None,,None
desk,A1,,noun,buildings
desktop,B2,COMPUTER | COMPUTER SCREEN,noun,technology
despair,B2,,noun,people: personality
desperate,B2,NEEDING | WITHOUT HOPE,adjective,describing things | people: personality
desperately,B2,SERIOUSLY | TRYING EVERYTHING,adverb,communication | people: personality
desperation,C2,,noun,
despite,B1,,preposition,communication
dessert,A2,,noun,food and drink
destination,B1,,noun,travel
destiny,C1,FUTURE | POWER,noun,
destroy,B1,,verb,people: actions
destruction,B2,,noun,
detached,C2,NOT INVOLVED | SEPARATE,adjective,describing things | people: personality
detail,B1,FACT,noun,
detailed,B2,,adjective,
details,A2,,phrase,communication
detect,C1,,verb,
detective,B1,,noun,crime | work
deteriorate,C1,,verb,
determination,B2,,noun,people: personality
determine,C1,DECIDE | FIND,verb,
determined,B2,,adjective,people: personality
determiner,B2,,noun,
deterrent,C2,,noun,
detrimental,C2,,adjective,
devastated,C1,,adjective,people: personality
devastating,C1,SHOCKING,adjective,
devastation,C2,,noun,describing things
develop,B1,CHANGE | MAKE,verb,body and health | people: actions
developed,B2,,adjective,politics
developer,C1,PRODUCTS,noun,technology | work
developing,B2,,adjective,politics
development,B1,CHANGE | PROCESS,noun,people: actions
device,B2,EQUIPMENT,noun,technology
devices,C2,IDIOM,,
devil,B2,EVIL BEING,noun,
devise,C2,,verb,
devote,C1,,,None | people: actions
devoted,B2,,adjective,people: personality
diagnose,C2,,verb,body and health
diagnosis,C2,,noun,body and health
diagram,B1,,noun,communication
dial,B1,,verb,communication | people: actions | technology
dialect,C2,,noun,communication
dialogue,B2,"IN BOOK, ETC.",noun,arts and media | communication
diamond,B2,SHAPE | STONE,noun,describing things | natural world
diarrhea,C2,,noun,body and health
diary,A2,,noun,
dice,C2,,noun | verb,food and drink | shopping
dictate,C1,,verb,
dictionary,A1,,noun,education
did,None,None,,None
die,A1,STOP LIVING,verb,
diesel,C1,,noun,travel
diet,B1,USUAL FOOD | WEIGHT LOSS,noun,body and health | food and drink
differ,B2,,None | verb,None
difference,A2,WAY,noun,
different,A1,NOT THE SAME,adjective,describing things
differentiate,C1,SEE DIFFERENCE,verb,
differently,B1,,adverb,
difficult,A1,NOT EASY,adjective,people: personality
difficulty,B1,NOT EASY,noun,
dig,B1,MOVE SOIL,verb,people: actions
digest,C1,FOOD | INFORMATION,verb,body and health
digestion,C1,,noun,body and health
digital,A2,SYSTEM,adjective,technology
dignified,C2,,adjective,people: personality
dignity,C2,,noun,people: personality
dilemma,B2,,noun,
dim,C2,NOT BRIGHT,adjective | verb,
dime,C1,,noun,money
dimension,B2,ASPECT | MEASUREMENT,noun,describing things
diminish,C1,,verb,
dining,A1,,,buildings
dinner,A1,,noun,food and drink
dinosaur,A2,,noun,animals
dioxide,B2,,,natural world
dip,B2,BECOME LOWER | PUT INTO LIQUID,verb,people: actions
diploma,A2,,noun,education
diplomacy,C2,COUNTRIES | PEOPLE,noun,people: personality | politics
diplomat,B2,,noun,politics | work
diplomatic,C1,GOVERNMENTS,adjective,people: personality | politics
diplomatically,C2,,adverb,people: personality | politics
direct,B1,ROUTE | STRAIGHT,adjective | None | verb,communication | None | people: actions
direction,B1,WAY,noun,
directions,A2,,noun,communication
directly,B1,NOTHING BETWEEN,adverb,
director,B1,MANAGER,None | noun,None | work
directory,C1,,noun,
dirt,B1,,noun,
dirty,A2,,adjective,describing things
disability,B2,,noun,body and health
disabled,B1,,adjective,body and health
disadvantage,B1,MAKING DIFFICULT,noun,
disadvantaged,C1,,adjective,
disagree,B1,,verb,communication
disagreement,B2,,noun,communication
disappear,B1,NOT FIND | NOT SEE,verb,
disappearance,B2,,noun,
disappoint,B1,,verb,people: personality
disappointed,B1,,adjective,people: personality
disappointing,B1,,adjective,people: personality
disappointment,B1,FEELING,None | noun,None | people: personality
disapproval,C1,,noun,people: personality
disapprove,B2,,verb,people: personality
disaster,B2,DAMAGE | FAILURE,noun,
disastrous,C1,,adjective,describing things
disc,B1,,,arts and media | work
discipline,B2,RULES,noun,education | people: personality
disclose,C2,,verb,
disco,A2,,noun,
discomfort,C1,SITUATION,noun,body and health | people: personality
discontent,C1,,noun,
discount,A2,,noun,money | shopping
discourage,B2,MAKE LESS CONFIDENT,verb,communication
discover,B1,,verb,people: actions
discovery,B2,FINDING,None | noun,None | people: actions
discreet,C2,,adjective,
discretion,C2,,noun,
discriminate,C1,TREAT UNFAIRLY,verb,
discrimination,C1,,noun,
discuss,A2,,verb,communication
discussion,B1,,noun,communication
disease,B1,,noun,body and health
disgrace,B2,LOSS OF RESPECT,noun,people: personality
disguise,B2,DIFFERENT APPEARANCE,noun | verb,clothes | people: actions | people: appearance
disgust,C2,,noun,people: personality
disgusted,C1,,adjective,
disgusting,B1,,adjective,describing things
dish,A2,CONTAINER | FOOD,noun,food and drink
dishes,A2,,,food and drink
dishonest,B2,,adjective,people: personality
dishonestly,C1,,adverb,people: personality
dishonesty,B2,,noun,people: personality
dishwasher,B1,,noun,food and drink
disillusioned,C2,,adjective,
disk,B1,COMPUTER STORAGE | RECORDING,noun,arts and media | body and health | describing things | technology
dislike,B1,,noun | verb,people: personality
dislikes,B1,,,people: personality
disloyal,C2,,adjective,
dismay,C2,,noun,
dismiss,C1,MAKE LEAVE | NOT CONSIDER,verb,
dismissal,C1,IDEA | JOB,noun,work
disorder,C1,BAD BEHAVIOR | ILLNESS,noun,body and health
disorganized,B2,OF SOMEONE | OF SOMETHING,adjective,people: personality
displace,C1,,verb,
displacement,C1,,noun,
display,B1,ARRANGE | ARRANGEMENT | ON SCREEN,noun | verb,arts and media | people: actions | technology
disposable,C2,,adjective,
disposal,B2,REMOVAL,noun,people: actions
dispose,C1,,,
disposed,C2,,,
disposition,C2,,noun,people: personality
dispute,C2,,noun | verb,communication
disqualify,C2,,verb,
disrespect,C1,,noun,people: personality
disrespectful,C2,,adjective,people: personality
disrupt,B2,,verb,people: actions
disruption,C1,,noun,
disruptive,C2,,adjective,
dissatisfaction,B2,,noun,people: personality
dissatisfied,B2,,adjective,people: personality
dissertation,C1,,noun,education
dissolve,C1,END,verb,
distance,B1,LENGTH,noun,describing things
distant,B2,FAR AWAY,adjective,describing things | people: personality
distinct,C1,CLEAR | DIFFERENT,adjective | None,None
distinction,B2,DIFFERENCE,noun,
distinctive,C1,,adjective,
distinguish,B2,RECOGNIZE DIFFERENCES | SHOW DIFFERENCES,None | verb,None | people: actions
distinguished,B2,,adjective,people: personality
distort,C1,,verb,
distract,B2,,verb,people: actions
distraction,C1,FUN | NO ATTENTION,noun,
distress,C1,UPSET,noun,people: personality
distressed,C1,,adjective,
distressing,B2,,adjective,people: personality
distribute,B2,GIVE OUT,verb,people: actions
distribution,C1,SHARING | SUPPLYING,noun,
district,B1,,noun,natural world
disturb,B2,INTERRUPT,verb,people: actions
disturbance,C1,INTERRUPTION,noun,
disturbed,C2,,adjective,
disturbing,C2,,adjective,
dive,B1,ENTER WATER | SWIM UNDER WATER,noun | verb,people: actions | shopping
diver,B1,,noun,shopping
diverse,B2,,adjective,
diversity,C1,,noun,
divert,C2,CHANGE ROUTE,verb,travel
divide,B1,SEPARATE,noun | verb,people: actions
divided,B2,,adjective,
diving,B1,,noun,people: actions | shopping
division,B2,ORGANIZATION | PART | SPORTS,noun,shopping | work
divorce,B1,,noun | verb,relationships
divorced,B1,,adjective,relationships
dizzy,B2,,adjective,body and health
dj,B1,,noun,arts and media | work
dna,C2,,noun,
do,A1,ACTION,auxiliary verb | None | verb,communication | None | people: actions | shopping
dock,C1,,noun,
doctor,A1,,noun,body and health | work
document,A2,OFFICIAL INFORMATION,noun,communication | technology
documentary,B1,,noun,arts and media
does,A1,,,work
dog,A1,,noun,animals
doing,B1,,,communication | people: actions | people: personality
dole,C2,,,
doll,A1,,noun,shopping
dollar,A1,,noun,money
dolphin,B1,,noun,animals
domain,C1,,noun,
domestic,B2,COUNTRY | HOME,adjective,buildings | politics
dominance,C2,,noun,
dominant,C1,IMPORTANT,adjective,people: personality
dominate,B2,HAVE CONTROL,verb,people: actions
domination,C1,,noun,
don,A1,,,communication | None
donate,B2,GIVE MONEY,None | verb,money | None | people: actions
donation,B2,,noun,money | people: actions
done,C1,IDIOM,,
donkey,B1,,noun,animals
donor,None,BLOOD | MONEY,None,None
doom,C2,,noun,
door,A1,,noun,buildings
doors,C2,IDIOM,,
doorway,C2,,noun,buildings
dose,B2,MEDICINE,noun,body and health
dot,B1,INTERNET,noun,technology
double,A2,,adjective | determiner | verb,describing things
double-edged,C2,IDIOM,,
doubt,B1,NOT CERTAIN,noun | verb,people: personality
doubtful,B2,NOT CERTAIN | NOT PROBABLE,adjective,people: personality
down,A1,SURFACE,adjective | adverb | preposition,communication | describing things | people: personality | technology
down-to-earth,C1,,adjective,
downhill,C2,TOWARD BOTTOM,adverb,
download,A2,,noun | verb,people: actions | technology
downside,C1,,noun,
downstairs,A2,,adjective | adverb,buildings
downtown,A2,,adjective | adverb,
downward,C1,,adjective | adverb,
dozen,B1,,noun,describing things
dozens,C1,,phrase,describing things
dr,A2,,,work
draft,B2,WRITING,noun | verb,communication | people: actions
drag,B1,COMPUTER,verb,people: actions | technology
drain,C2,FLOW AWAY | FOR WATER | MAKE TIRED | REDUCE | REMOVE LIQUID,noun | verb,
drama,B1,EXCITEMENT | THEATER,noun,arts and media
dramatic,B2,,adjective,
dramatically,B2,,adverb,
drastic,C1,,adjective,
drastically,C1,,adverb,
draw,A1,PICTURE,verb,arts and media | people: actions | people: personality
drawback,C1,,noun,
drawer,A2,,noun,buildings
drawers,B1,,,buildings
drawing,A2,,noun,arts and media | people: actions
dread,C2,,verb,
dreadful,B2,,adjective,describing things
dream,A2,SLEEP,noun | verb,people: personality
dreams,C2,IDIOM,,
dress,A1,,noun | verb,clothes | people: actions
dressed,A2,WEARING CLOTHES,adjective,clothes | people: appearance
dresser,A2,,noun,buildings | clothes
drift,C2,SITUATION,verb,
drink,A1,LIQUID,noun | verb,food and drink | people: actions
drive,A1,USE VEHICLE,noun | verb,people: actions | people: personality | technology | travel
driver,A2,,noun,travel | work
drop,B1,FALL | LIQUID,noun | verb,describing things | people: actions | travel
drought,C2,,noun,
drown,B2,DIE,verb,
drug,B2,ILLEGAL SUBSTANCE | MEDICINE,noun,body and health
drugstore,B1,,noun,body and health | shopping
drum,A2,,noun,arts and media
drunk,B2,,adjective,food and drink
dry,A2,NO RAIN | NOT WET,adjective | None | verb,describing things | food and drink | natural world | None
dryer,B1,,,
dual,C1,,adjective,
dubious,C2,DOUBTING | NOT TRUE,adjective,
duck,A2,,noun,animals
due,B1,EXPECTED,adjective,
dull,B1,BORING,adjective,describing things
dumb,B2,STUPID,adjective,body and health | people: personality
dump,C1,GET RID OF | WASTE,noun | verb,
dumps,C2,IDIOM,,
duration,C1,,noun,
during,A2,AT SOME TIME IN | THROUGH,None | preposition,None
dust,B1,,noun,
dusty,B1,,adjective,
duty,B1,RIGHT THING TO DO,noun,work
duty-free,B1,,adjective,money | shopping
dvd,A1,,noun,technology
dwell,None,None,,None
dying,None,None,,None
dynamic,B2,ACTIVE,adjective,people: personality
e-mail,A1,MESSAGE | SYSTEM,noun | verb,communication | people: actions | technology
each,A1,,determiner | pronoun,
eager,B2,,adjective,people: personality
eagerly,B2,,adverb,people: personality
eagerness,B2,,noun,people: personality
eagle,B2,,noun,animals
ear,A1,BODY PART,noun,body and health
earache,B1,,noun,body and health
early,A1,BEGINNING,adjective | adverb,
earn,A2,RECEIVE,verb,money | work
earnings,B2,,noun,money | work
earring,A2,,noun,clothes
ears,B2,,,people: personality
earth,B1,PLANET,noun,natural world
earthquake,B2,,noun,natural world
ease,B2,NOT DIFFICULT,noun,
easier,C1,IDIOM,,
easily,A2,NO DIFFICULTY,adverb,
east,A2,DIRECTION,adjective | adverb | noun,
eastern,B1,EAST PART,adjective,
easy,A1,,adjective,
easygoing,B1,,adjective,people: personality
eat,A1,HAVE MEAL | SWALLOW FOOD,verb,food and drink | people: actions
eccentric,C2,,adjective,people: personality
echo,C2,REPEAT | SOUND,noun | verb,
ecological,B2,,adjective,natural world
ecologically,B2,,adverb,natural world
ecology,C1,,noun,natural world
economic,B2,,adjective | None,money | None
economical,B2,,adjective,money
economics,B1,,noun,education | money
economist,B2,,noun,education | money | work
economy,B2,,noun,money
edge,B1,OUTER POINT,noun,
edible,C1,,adjective,
edit,B2,,verb,communication | people: actions
edition,B2,,noun,arts and media
editor,B2,,noun,arts and media | work
educate,B2,GIVE INFORMATION | TEACH,verb,communication | education | people: actions
education,B1,,noun,education
educational,B2,,adjective,education
effect,B1,RESULT,noun,
effective,B2,,adjective,
effectively,B2,,adverb,
effectiveness,C1,,noun,
efficiency,B2,,noun,
efficient,B1,,adjective,
efficiently,B2,,adverb,
effort,B1,ATTEMPT | ENERGY,noun,people: actions
egg,A1,FOOD,noun,animals | food and drink
eggplant,B2,,noun,food and drink
eggs,B2,,,animals
eight,A1,,number,
eighteen,A1,,number,
eighth,A2,,number,
eighties,None,None,,None
eighty,A2,,number,
either,B1,ONE OF TWO,adverb | pronoun,
elaborate,C2,,adjective,describing things
elapse,C2,,verb,
elated,C2,,adjective,people: personality
elbow,B1,,noun,body and health
elder,B2,,,None | people: appearance
elderly,B1,,adjective,people: appearance
elders,C2,,,
eldest,B2,,,None | people: appearance
elect,B2,,verb,people: actions | politics
election,B1,,noun,politics
electric,A2,EQUIPMENT,adjective,technology
electrical,B1,USING ELECTRICITY,adjective,technology
electrician,B2,,noun,technology | work
electricity,A2,,noun,technology
electronic,B1,EQUIPMENT | TECHNOLOGY,adjective,technology
electronically,B2,,adverb,technology
electronics,B2,,noun,education | technology
elegance,C1,,noun,people: appearance
elegant,B2,,adjective,people: appearance
elegantly,B2,,adverb,people: appearance
element,B2,PART | SIMPLE SUBSTANCE,noun,natural world
elementary,B1,,adjective,education
elephant,A2,,noun,animals
elevator,A2,,noun,buildings
eleven,A1,,number,
eligible,C1,,adjective,
eliminate,C1,COMPETITION | GET RID OF,verb,shopping
elimination,C2,,noun,
elite,C1,,noun,
else,A2,DIFFERENT | IN ADDITION | OTHER,adverb,describing things
elsewhere,B2,,adverb,
elusive,C2,,adjective,
embarrass,C2,,verb,
embarrassed,B1,,adjective,people: personality
embarrassing,B1,,adjective,people: personality
embarrassment,B2,,noun,people: personality
embassy,B1,,noun,buildings | politics
embody,C2,,verb,
embrace,C1,ACCEPT,noun | verb,
emerge,B2,APPEAR,verb,
emergency,B1,,noun,
eminent,C2,,adjective,people: personality
emission,C1,,noun,
emit,C2,,verb,
emotion,B2,,noun,people: personality
emotional,B2,EMOTIONS | STRONG FEELINGS,adjective,people: personality
emotionally,B2,,adverb,people: personality
empathy,C2,,noun,people: personality
emperor,C1,,noun,
emphasis,B2,,noun,communication
emphasize,B2,,verb,communication
empire,C1,BUSINESSES | COUNTRIES,noun,
empirical,C2,,adjective,
employ,B1,JOB,verb,people: actions | work
employee,B1,,noun,work
employer,B1,,noun,work
employment,B1,,noun,work
empty,A2,NOTHING INSIDE,adjective,
enable,B2,,verb,people: actions
enclose,B2,SEND,verb,communication | people: actions
encounter,B2,,verb,
encourage,B1,GIVE CONFIDENCE | MAKE MORE LIKELY,verb,communication
encouragement,B2,,noun,communication
encouraging,B2,,adjective,people: personality
end,A1,FINAL PART,noun | verb,people: actions
endangered,B2,,adjective,animals | natural world
endeavor,C2,,noun,
ending,B1,FINAL PART | WORD,noun,communication
endless,B2,,adjective,
endorse,C2,,verb,
endowed,C2,,,
ends,C1,IDIOM,,money
endurance,C2,,noun,
endure,B2,,verb,people: personality
enemy,B1,PERSON,None | noun,None | relationships
energetic,B2,,adjective,people: personality
energy,B1,"ELECTRICITY, GAS, ETC. | STRENGTH",noun,
enforce,C1,,verb,
engage,C1,,verb,
engaged,B1,,adjective,relationships
engine,A2,,noun,technology | travel
engineer,A2,,noun,technology | work
engineering,B1,,noun,education | technology | work
english,None,None,,None
engrossed,C2,,adjective,
enhance,C1,,verb,
enjoy,A1,PLEASURE,verb,people: personality
enjoyable,B1,,adjective,people: personality
enjoyment,B2,,noun,people: personality
enormous,B1,,adjective,describing things
enough,A2,NECESSARY AMOUNT,adverb | determiner,describing things
enrich,C1,,verb,
enter,A2,PLACE,verb,people: actions | shopping | technology | travel
enterprise,C1,BUSINESS | QUALITY,noun,people: personality | work
entertain,B1,,verb,arts and media | people: actions
entertainer,B2,,noun,arts and media | work
entertaining,B2,,adjective,arts and media | people: personality
entertainment,B1,,noun,arts and media
enthusiasm,B2,,noun,people: personality
enthusiastic,B2,,adjective,people: personality
enthusiastically,B2,,adverb,people: personality
entire,B2,,adjective,describing things
entirely,B2,,adverb,communication
entitle,B2,,verb,
entity,C2,,noun,
entrance,A2,DOOR,noun,buildings
entry,B1,COMPETITION WORK | INFORMATION | JOINING OR TAKING PART | PLACE,noun,communication | travel
envelope,A2,,noun,communication
environment,B2,SURROUNDINGS,noun,
environmental,B1,,adjective,natural world
environmentalist,C1,,noun,
environmentally,B2,,adverb,natural world
envision,C1,,verb,
envy,B2,FEELING OF WANTING,noun | verb,people: personality
episode,B2,EVENT | PART OF STORY,noun,arts and media
equal,B2,AS IMPORTANT,adjective | None | noun,None
equality,B2,,noun,
equally,B2,SAME WAY,adverb,
equate,C2,,verb,
equation,C1,,noun,
equip,B2,,verb,technology
equipment,B1,,noun,technology
equivalent,C1,,adjective | noun,
era,B2,,noun,
eradicate,C2,,verb,
erase,B2,,verb,communication
eraser,A1,,noun,
erode,C2,DESTROY | REMOVE,verb,natural world
erosion,C1,PHYSICAL DAMAGE,noun,
error,B2,,noun,
erupt,C2,,verb,natural world
escalator,B2,,noun,buildings
escape,B1,GET AWAY,noun | verb,people: actions
especially,A2,,adverb,communication
essay,B1,,noun,communication | education
essence,C2,BASIC QUALITY,noun,
essential,B1,NECESSARY,adjective,
essentially,B2,,adverb,
establish,B2,START,verb,people: actions | work
establishment,C1,,noun,work
estate,B2,BUILDINGS | LAND,noun,buildings
estimate,B2,,noun | verb,people: actions
estimated,B2,,adjective,
etc,B1,,,communication
ethic,C2,BELIEF,noun,
ethical,C2,GOOD,adjective | None,None
ethics,C2,,phrase,
ethnic,C1,,adjective,
euro,A2,,noun,money
evaluate,C1,,verb,
evaluation,C1,,noun,
even,A2,SURPRISE,adverb,
evening,A1,,noun,
event,B1,HAPPENING | RACE,noun,
eventful,C2,,adjective,
events,C2,,,
eventual,C2,,adjective,
eventually,B2,,adverb,
ever,A2,AT ANY TIME,adverb,
every,A1,EACH | HOW OFTEN,determiner,describing things
everybody,A2,,pronoun,
everyone,A2,,pronoun,
everything,A2,,pronoun,describing things
everywhere,A2,,adverb,
evidence,B2,PROOF,noun,
evident,B2,,adjective,
evidently,B2,,adverb,
evil,B2,,adjective | noun,people: personality
evolution,B2,GRADUAL CHANGE | NATURAL WORLD,noun,natural world
evolve,C1,,verb,
exact,B1,,adjective,describing things
exactly,A2,COMPLETELY CORRECT,adverb,communication | describing things
exaggerate,C1,,verb,
exaggeration,C1,,noun,
exam,A2,,noun,education
examination,A2,TEST,noun,body and health | education
examine,B2,LOOK AT,verb,people: actions
example,A1,TYPICAL CASE,noun,
exceed,C1,BE MORE,verb,
excel,C2,,verb,
excellent,A2,,adjective,describing things
except,A2,NOT INCLUDING,preposition,
exception,B2,,noun,
exceptional,B2,GOOD,adjective,describing things
exceptionally,C1,,adverb,
excess,C1,,adjective | noun,
excessive,C1,,adjective,
exchange,B1,GIVING | STUDENTS,noun | verb,education | people: actions | shopping
excited,A1,,adjective,people: personality
excitedly,B1,,adverb,people: personality
excitement,B1,,noun,people: personality
exciting,A1,,adjective,people: personality
exclaim,C2,,verb,communication
exclamation,B2,,,communication
exclude,C1,KEEP OUT | NOT INCLUDE,verb,
exclusive,B2,EXPENSIVE,adjective,
exclusively,C1,,adverb,
excuse,B1,FALSE REASON | FORGIVE | REASON,noun | verb,communication
execute,C2,DO | KILL,verb,
executive,C1,,adjective | noun,work
exemplify,C2,,verb,
exercise,A2,PHYSICAL ACTIVITY | PRACTICE,noun | verb,body and health | education | people: actions | shopping
exhaust,C1,GAS | PIPE,noun | verb,
exhausted,B1,,adjective,people: personality
exhausting,B2,,adjective,people: personality
exhaustion,B2,,noun,people: personality
exhaustive,C1,,adjective,
exhibit,C1,SHOW OBJECTS,noun | verb,
exhibition,B1,,noun,arts and media
exile,C2,,noun,
exist,B1,BE REAL,verb,
existence,B2,,noun,
existing,B2,,adjective,
exit,A2,ROAD | WAY OUT,noun | verb,buildings | people: actions | technology | travel
exotic,B2,,adjective,
expand,B2,,verb,
expansion,B2,,noun,
expect,B1,THINK,verb,
expectation,B2,,noun,people: personality
expectations,C1,,,None
expected,B2,,adjective,
expecting,B2,,,body and health | None
expedition,B1,,noun,travel
expenditure,C2,,noun,money
expense,B2,MONEY SPENT,noun,money
expenses,C1,,noun,money
expensive,A1,,adjective,money | shopping
experience,B1,KNOWLEDGE | SOMETHING THAT HAPPENS TO YOU,noun | verb,people: personality
experienced,B1,,adjective,people: personality
experiment,B1,,noun | verb,people: actions
experimental,C2,,adjective,
expert,B1,,adjective | noun,people: personality | work
expire,C2,,verb,
explain,A2,,verb,communication
explanation,B1,,noun,communication
explicit,C2,CLEAR | SHOWING SEX,adjective,
explode,B1,,verb,
exploit,B2,USE UNFAIRLY | USE WELL,verb,people: actions
exploration,C1,,noun,
explore,B1,LOOK AROUND,verb,people: actions
explosion,B2,BOMB,noun,
explosive,C2,EQUIPMENT | SITUATION,adjective | noun,
export,B2,,noun | verb,people: actions | shopping | work
expose,B2,MAKE PUBLIC,verb,communication
exposed,B2,,,
exposure,C1,,noun,
express,B2,,verb,communication
expression,B2,LOOK | PHRASE | SHOWING THOUGHTS,noun,body and health | communication
expressive,C2,,adjective,people: personality
exquisite,C2,,adjective,
extend,B2,,verb,people: actions
extension,B2,DEVELOPMENT | EXTRA TIME | TELEPHONE,noun,communication | technology
extensive,B2,,adjective,describing things
extent,B2,SIZE,noun,describing things
exterior,C1,,noun,
external,B2,FROM A DIFFERENT PLACE | OUTSIDE,adjective,
extinct,C1,,adjective,animals | natural world
extinction,C1,,noun,animals | natural world
extra,A2,,adjective | adverb | noun,arts and media | describing things
extract,B2,,noun | verb,arts and media | communication | people: actions
extraordinarily,B2,,adverb,communication
extraordinary,B1,,adjective,describing things
extravagant,C2,,adjective,money
extreme,B2,SERIOUS | VERY LARGE,adjective,describing things | politics
extremely,B1,,adverb,communication
extremist,C2,,noun,politics
extrovert,C1,,noun,people: personality
eye,A1,BODY PART,noun,body and health
eyebrow,B2,,noun,body and health
eyelash,B2,,noun,body and health
eyelid,B2,,noun,body and health
eyes,B1,,,None | people: personality
eyesight,B2,,noun,body and health
fabric,C1,,noun,
fabulous,C1,,adjective,describing things
face,A1,HEAD,noun | verb,body and health | people: actions | people: personality
face-to-face,B1,,adjective,
facial,C2,,adjective,body and health
facilitate,C1,,verb,
facilities,B2,,noun,buildings
facility,B1,BUILDING,noun,buildings
fact,A2,TRUE THING,noun,
factor,B2,,noun,
factory,A1,,noun,buildings | work
faculty,B2,TEACHERS,noun,
fade,B2,,verb,
fail,A2,EXAM,verb,education | technology
failure,B2,NO SUCCESS | STOP WORKING,noun,technology
faint,B2,SLIGHT,adjective | verb,body and health | describing things
faintest,C2,,,
fair,B1,EQUAL | EVENT | REASONABLE,adjective | None | noun,None
fairly,B1,QUITE,adverb,describing things
fairness,C1,,noun,
faith,B2,RELIGION | STRONG BELIEF | TRUST,noun,people: personality
faithful,B2,LOYAL,adjective,people: personality | relationships
fake,C1,,adjective | noun | verb,describing things | people: personality
fall,A2,MOVE DOWN | TIME OF YEAR,noun | verb,natural world | people: actions
false,B1,NOT CORRECT,adjective,describing things | people: personality
fame,B2,,noun,people: personality
familiar,B1,EASY TO RECOGNIZE,adjective,
familiarize,None,None,,None
family,A1,RELATED PEOPLE,None | noun,None | relationships
famine,C2,,noun,
famous,A1,,adjective,people: personality
fan,A2,PERSON,None | noun,arts and media | None | people: personality | shopping
fanatic,C2,,noun,people: personality
fancy,B1,ATTRACTIVE | EXPENSIVE,adjective,
fantastic,A2,,adjective,describing things
fantastically,B2,,adverb,communication
fantasy,B2,,noun,
far,A2,DISTANCE,adjective | adverb,communication
faraway,C2,LONG DISTANCE,adjective,
fare,B1,,noun,money | travel
farm,A1,,noun,buildings
farmer,A2,,noun,work
farming,B1,,noun,work
fascinate,C1,,verb,
fascinated,B2,,adjective,people: personality
fascinating,B2,,adjective,people: personality
fascination,C1,,noun,
fashion,A2,POPULAR STYLE,noun,clothes | people: appearance | work
fashionable,B1,,adjective,clothes | people: appearance
fast,A1,,adjective | adverb,
fasten,None,CLOSE,None,None
fat,A1,,adjective | noun,food and drink | people: appearance
fatal,B2,CAUSING DEATH | SERIOUS,adjective,body and health
fate,B2,POWER | WHAT HAPPENS,noun,
father,A1,,noun,relationships
father-in-law,B2,,noun,relationships
fatty,C1,,adjective,food and drink
faucet,B1,,noun,buildings
fault,B2,BAD QUALITY,noun,
faultless,C2,,adjective,describing things
faulty,B2,,adjective,describing things
favor,B1,HELP,noun,
favorable,B2,,adjective,people: personality
favorite,A1,,adjective | noun,people: personality
fax,B1,,verb,communication | technology
fear,B1,BAD FEELING,noun | verb,people: personality
fearful,C2,,adjective,people: personality
fearless,C2,,adjective,people: personality
feasible,C1,,adjective,
feast,C1,,noun,food and drink
feat,C2,,noun,
feather,B2,,noun,animals
feature,B2,FACE | PART,noun | verb,arts and media | people: appearance
february,A1,,noun,
fed,B2,,,people: personality
federal,C1,,adjective,
federation,C1,,noun,
fee,B1,,noun,money
feeble,C2,NOT GOOD | WEAK,adjective,body and health | describing things
feed,B1,GIVE FOOD,verb,food and drink | people: actions
feedback,B2,,noun,communication
feel,A1,EXPERIENCE,None | verb,body and health | None | people: actions | people: personality
feeling,B1,EMOTION | IDEA | PHYSICAL SENSE,noun,body and health | people: personality
feelings,B1,,phrase,people: personality
feet,C2,IDIOM,,
fellow,B2,,adjective,relationships
felt,C2,,,
female,B1,,adjective | noun,animals | people: appearance
feminine,C1,,adjective,
fence,B2,,noun,buildings
fend,C2,,,
ferry,B1,,noun,travel
fertile,C2,,adjective,natural world
festival,B1,CELEBRATION | PERFORMANCES,noun,arts and media
fever,B1,ILLNESS,noun,body and health
few,B1,NOT MANY,determiner,describing things
fiction,B1,STORIES,noun,arts and media
fictional,C2,,adjective,
field,A2,LAND,noun,education | natural world | shopping
fierce,B2,FEELING | STRONG | VIOLENT,adjective,describing things | people: personality
fifteen,A1,,number,
fifth,A2,,noun | number,
fifties,None,None,,None
fifty,A2,,number,
fight,B1,PHYSICAL FORCE | USE FORCE,noun | verb,communication | people: actions
fighting,B2,,noun,people: actions
figure,B1,BODY SHAPE | NUMBER | THINK,noun | verb,body and health | communication | people: appearance | people: personality
file,A2,COMPUTER | INFORMATION,noun,communication | technology
fill,A2,MAKE FULL,verb,people: actions | work
film,B1,PICTURE,noun | verb,arts and media | people: actions
film-maker,B1,,noun,arts and media | work
filter,C2,REMOVE,noun | verb,
filthy,C1,DIRTY | OFFENSIVE,adjective,describing things
final,A2,LAST,adjective | noun,shopping
finally,A2,AFTER A LONG TIME,adverb,communication
